 Staff was courteous and the wine hour each evening gave us a chance to meet many people from all over the world .																											
" Staff was friendly and helpful ,  we had no issues ."																											
 Staff was friendly and the vino hour in the evening was a nice touch .																											
 Staff was helpful when they were not too busy .																											
 Staff was neither especially helpful or unhelpful .																											
" Staff was pleasant, bellhops were more than happy to get us a cab ."																											
 Staff was some of the nicest I have encountered in a long time .																											
 Staff were friendly and helpful and we enjoyed the complimentary wine tasting   each evening .																											
 staff were helpful although the valet parking and the laundry costs were extremely expensive .																											
 Staff were knowledgeable and friendly .																											
 Staff were more than helpful and accommodating and we were were moved   overlooking the street .																											
 the beds were VERY comfortable and we had a great room which overlooked the street below with the bay in the distance   the valet and the porters all very friendly and nothing seemed to be too much trouble for any of the staff !																											
" The check in was easy, the staff friendly and helpful ."																											
 The check in was quick and fast and the staff and nice concierge was very pleasurable .																											
" The Concierge staff ,  exceptional and extremely helpful ,  right from suggestions on transportation excursion options to recommending an amazing restaurant ."																											
 The Corceige was excellent and some of the hotel staff did care and others did not   .																											
 The entire staff was extremely friendly and accomodating .																											
 The food is lovely and the staff very friendly .																											
 The friendly staff bent over backward to make us feel welcome and comfortable !																											
" The friendly, helpful and knowledgeable staff can do or help you with just about anything you want or need ."																											
 The front desk and the concierge staff were very helpful when we had a question .																											
 The front desk and the housekeeping staff were equally as friendly .																											
 The front desk staff is AWESOME   !																											
" The front desk staff is more than eager to help, smile, make you happy ."																											
																											
 The front desk staff were very friendly with a dedicated concierge desk where guests could book excursions or just get information .																											
																											
																											
" The highlight of this hotel for us was the service offered by the staff, particularly the two concierges on duty while we were there ."																											
" The hotel is charming and comfortable, and the staff is great ."																											
 The hotel is clean and comfortalbe with a knowledgeable and helpful staff .																											
" The hotel is pretty much as you'd expect from the chain , nice clean rooms well serviced, and the staff were extremely helpful,  very pleasant to deal with ."																											
" The hotel staff ,  as a whole ,  were more than happy to go above and beyond to satisfy your request ."																											
 The hotel staff was a hit and miss situation .																											
" The hotel staff was consistently friendly and helpful throughout our stay, especially Cliff, the consierge, providing directions, maps, dinner recommendations and reservations, and suggestions for sightseeing ."																											
 The hotel staff was great and housekeeping went so far as to organize the toiletries I had brough from home and had left scattered on the vanity .																											
 The hotel was clean and the staff was very friendly .																											
" The lobby is nice, and the staff was very friendly ."																											
" The lobby was welcoming, the staff was friendly and we felt good about being there ."																											
" The location is great, the staff very friendly and helpful, and the room was neat and clean though a bit small ."																											
 The manager was a little grumpy when we first checked in but the rest of the staff were extremely friendly and helpful .																											
" The next morning the hotel staff were very accomodating in changing our room and moving our belongings to an outside room which was not only larger, but had central air ."																											
 The only others with access to this food and drink were the cleaning staff .																											
" The only quibble we had with the Tuscan Inn was that outside our room was a large cupboard, and staff kept going in there, made quite a noise, and finished off by banging the door ."																											
 The pleasant European theme is carried throughout this hotel and on arrival we were welcomed by efficient and friendly staff .																											
 The police were investigating something that had happened and staff would not cooperate so the police got very annoyed .																											
" The price was great, the staff was awesome, and the rooms were clean ."																											
" The reason that I liked this hotel so much was that it felt cosy and welcoming, the lobby had a log fire going constantly and all the staff were very friendly and helpful ."																											
" The reception staff were struggling a bit and our check in was done wrong   Next day, our room keys stoped working even though we were there for 2 days ,  again a check in error ."																											
 The reception staff were very accommodating and said the hotel was fully booked but first thing in the morning they would move our luggage to a room over looking the courtyard .																											
 The reservation staff helped me find a room cost much lower than &quot rack rate .																											
" The restaurant Pescatore was excellent, friendly staff, and enjoyable food ."																											
" The restaurant was decorated beautifully, the wait staff was professional without being snobby, the menu was creative and delicious ."																											
 The room was clean and comfortable and the staff were friendly and helpful .																											
" The room was clean, the staff was great and it was CLOSE to Pier 39 and Fisherman's Wharf   ."																											
" The room was inviting, the staff tremendously helpful and courteous, and the concierge was the best in the business ."																											
" the rooms are very clean and are charmingly appointed  the staff could not be friendlier, and they knock themselves out to make guests feel welcome ."																											
 The rooms were nice and the staff was very friendly .																											
																											
" The service was good, very friendly staff and we loved the free wine reception each night ."																											
 The staff   concierge were all very helpful and gave us a lot of tips of what to see and where to eat .																											
 The staff and service were exceptional .																											
 The staff are 100% present and attentive to your every need .																											
 The staff are friendly and there is one computer for internet access as well as free coffee and biscuits in the afternoon .																											
" The staff are so friendly and the hotel is in a great location, just 2 blocks from Fisherman's Wharf , bus and cable car station ."																											
" The staff are very friendly and helpful, particularly the concierges and the Manager's Reception is a nice touch ."																											
" The staff at check, in were nice enough, but unfortunately the concierge was not very helpful, giving us wrong information about our car hire location causing us to get 2 cab rides instead of one ."																											
 The staff at the desk didn't go out of their way to be helpful .																											
 The staff at the hotel more than made up for the tiny rooms .																											
" The staff at this hotel is superb, from the front desk staff to the housekeepers ."																											
 The staff at this hotel make you feel so welcome and its service with a smile .																											
 The staff attitude ranges from perfunctory to rude .																											
 The staff gave the typical run around .																											
 The Staff helped make our stay a great experience .																											
 The staff in the morning seemed to need another cup of coffee as they weren't excited to see us .																											
" The staff is courteous and professional, and the concierge is very helpful ."																											
 The staff is friendly and the hotel itself is not what it appears from the outside .																											
" The staff is friendly and we only went to one of the &quot Happy Hours&quot  for a glass of wine as we were either at the baseball game   or on the two tours we took in ,  busy time !"																											
 The staff is helpful and knowledgable .																											
 The staff is very rude and doesn't seem to care at all about their guests .																											
 The staff is wonderful to deal with and very helpful if you need directions or advice .																											
" The staff is wonderful, they had knowledge of the city andthe area and helped us in so many ways ."																											
" The staff members were extra helpful, the room well decorated, detailed, clean, and bright ."																											
 The staff of the hotel was very friendly and the evening cocktail hour was a great touch with many choices .																											
 The staff very polite smiling and helpful .																											
" The staff was amazing, and went out of their way to help us ."																											
" The staff was exceptionally helpful and friendly, from the front desk, concierge, valet, and housekeeping ."																											
 The staff was friendly and accomodating .																											
" The staff was friendly and helpful, the beds were comfortable, the rooms were clean, and the location was convenient ."																											
" The staff was friendly and polite, and the a ."																											
 The staff was friendly and the coffee   biscotti snack in the morning and the wine in late afternoon were both very nice .																											
 The staff was friendly and very knowledgeable about everything we asked .																											
" The staff was friendly, courteous and always offering extra help even when I was checking out at 4am to catch a plane ."																											
" The staff was friendly, courteous, professional and knowledgeable ."																											
" The staff was friendly, pleasant, and helpful, and a houseman went out of his way to dry my son's sneakers   ."																											
" The staff was great, all the way around, helpful and polite ."																											
 The staff was not overly friendly nor helpful .																											
" The staff was really great,  friendly, knowledgable, etc ."																											
 The staff was so friendly and helpful and the concierge service was very knowledgeable .																											
" The staff was very aggressive about checking the honor bar regularly, and even incorrectly charged us for using it this was reversed, but aggravating !"																											
 The staff was very friendly and accomadating with any questions or requests .																											
 The staff was very friendly and attentive .																											
 the staff was very friendly and the location is great .																											
 The staff was very friendly and we really enjoyed their dinner recommendations .																											
 The staff was very friendly especially Jose !																											
" The staff was very friendly, we had no issues at all with the front desk ."																											
 The staff was very helpful and the rooms were well apportioned .																											
" The staff was very helpful, got two great suggestions for dinner on the water, and booked the shuttle back to the Airport, way cheaper than a taxi !"																											
" The staff was wonderful, our room was very pretty with a view of the Fisherman's Wharf area ."																											
 The staff were friendly and the free coffee and biscoti each morning and wine at 6pm each evening were occassions when one could meet other guests .																											
" The staff were helpful and attentive, the rooms were quite spacious and the whole place looked as if it was cared for ."																											
 The staff were helpful and efficient .																											
" The staff were helpful, it was in a great location, and was very charming ."																											
 The staff were very pleasant but I don't think I'd stay there again .																											
" The staff were very pleasant, the concierge Daniel made excellent reservations for us and the bed was extremely comfortable ."																											
" The staff were very polite and helpful, loved the large lobby area with the large fireplace where you were invited to sample wonderful wine and nibbles early evening and tea or coffee in the mornings ."																											
" The staff's professional, spirited attitude, , be they reservationist, valet, front desk, or housekeeper, , deserves 5 stars ."																											
" The Tuscan staff moved our packed luggage into the new room, and my husband and I discovered that both of our phone chargers were missing ."																											
 The valet guy was extremely helpful and very friendly but the check in guest services staff on the whole uninterested and unhelpful .																											
 The whole staff at the Tuscan Inn was very hospitable and I highly recommend this hotel .																											
" Their curteous staff helped with our travel plans for tours and also assisted during check, out while the planes were still grounded ."																											
" There appears to be no management actively involved with running this dump, cause when we asked to speak with one the front desk staff got very nervous and suddenly worked hard to find our lost reservation ."																											
 There was a super market just across the street which was handy and the staff were sooo helpful !																											
 There was never a time where I saw the concierge desk unstaffed .																											
 There was no mention from hotel staff .																											
" They also had a staffmember serve soda and wine in the loungy lobby area in the early evening, which was a nice bonus ."																											
" They have a parking garage, but they make you leave your vehicle for them to park   and then if you want to take a drive later, you have to wait for the staff to get it ."																											
" Top, notch staff and very clean and comfortable !"																											
 Tuscan Inn has exceptionally helpful and friendly staff .																											
" Upon arriving downstairs, I found the duty manager staff napping on the guest ?"																											
 Very friendly staff serving great breakfasts and evening meals   .																											
" VERY helpful staff allowed us to check in 4 hours early, and continued to impress !"																											
 Wasn't really impressed with the staff .																											
 We arrived wondering what to expect and as soon as we arrived the staff made us feel welcomed  .																											
" We asked the staff to empty the refrigerator and snack bar so we could stock our own items, they did it easily and quickly ."																											
" We ate breakfast there one day and were appalled at the slow service, rude waitstaff, and overpriced breakfast food ."																											
" We ate two meals at the Pescatore Cafe, and the food was good, and the staff was exceptionally nice ."																											
" We booked this by checking other travellers comments on Trip Advisor and were pleased with the helpfulness of the staff, the location and overall cleanliness and comfort of our room ."																											
" We didn't enjoy it, because some of the staff seemed to have little English, and misunderstood our requests ."																											
 We felt very welcomed by the freindly staff that was able to help us with all of our questions and needs .																											
" We found the reception staff, maids and porters friendly and helpful ."																											
 We found the staff friendly and the drinks in the evening an added bonus .																											
 We found the staff to be very helpful and courteous and we had no problems at all .																											
 We found the staff very helpful especially Jose .																											
" We made sure to tip the housekeeping staff each morning, perhaps that insured that they did an outstanding job every day ."																											
" We were both delighted with the friendly staff, clean rooms and very convenient location ."																											
" Which is a pitty, because the location was wonderful, and two of the staff members were really nice ."																											
" Would not stay here again, due to noise and staff, but ok for the price, if I would have paid rack rate, I would have been more upset ."																											
", pleasant staff, close to the Wharf, just a few blocks to the cable car turnaround, Pier 39 shopping,   ferry boat tours ."																											
A perfect hotel a perfect location perfect staff !																											
"A wonderful stay, staff especially friendly, complimentary wine tasting a definite plus, rooms well appointed and well kept ."																											
"Afternoon wine tasting was a cool touch by the hotel staff, and proved very popular with most of the guest including us ."																											
"All the staff was friendly, though I found the maintanence and housekeeping staff to be the warmest in the building ."																											
All the staff were extremely helpful and polite and always saying hi when eye contact was made .																											
"also the wine gathering with the manager the one day i did attempt to attend it was so badly orgonised that i couldnt get to the table to get my wine so i just went tot he bar and had a drink there, but on the whole it was a great hotel and certain members of staff lift it out of the good to the great hotel that i experianced  !"																											
"Apart from that, the staff were very friendly and helpful, the rooms were nicely decorated, and the beds were very comfortable ."																											
"Checking in was quick and easy, the staff we're pleasant and I requested a low floor room which I got ."																											
"Diane from Edmonton, Alberta, CanadaWe stayed at the hotel May 22 to May 25, 2007 and found the staff and particularly the concierge very helpful ."																											
DIsappointed in Front Desk Staff and Room Size																											
"Do not know if I will stay there again, due to the problems with the staff at the check in out counter ."																											
"Downsides are disinterested staff, bordering on rude and quite small rooms ."																											
Every hotel should have this staff !																											
Excellent location friendly staff clean and pleasant rooms																											
Found the staff friendly like the other reviews .																											
Friendly Staff Great Location !																											
"Good atmosphere, welcoming and quite cosy lobby and lounge, helpful and friendly staff  Overall impressed ."																											
Good hotel great location friendly staff .																											
Good Location but what's with the Check in   out staff ?																											
"Great hotel, great staff, great location not any problems what so ever ."																											
"Great place to stay ,  very clean and confortable rooms and helpful staff ."																											
Great rooms  great staff  great hotel																											
Helpful staff and great location																											
Hotel staff were all very friendly and knowledgeable .																											
"Im actually still in the hotel and couldnt wait to write my review, but from the moment we arrived the staff at this best western could not have done more for us ."																											
"My final thought ,  1 recurring image during this week   was the staff demonstarations outside a number of prominent hotels , many were day long vigils and many were noisy ,  the good news was that the Tuscan was not 1 of them  !"																											
"not the incredible, enthusiastic staff describes in such stellar terms by some lucky visitors ."																											
On the plus side some of the staff were nice and helpful especially the concierge who was most gracious .																											
"Our last visit   we stayed at the Hyatt at FW and while it was &quot fine,&quot  The Tuscan Inn has much more charm, and a terrific staff !"																											
Really enjoyed the friendliness of the staff and the big rooms .																											
Rooms were well cleaned and reception staff helpful .																											
"So clean, quiet, excellent location, delicious coffee bar every morning, staff helpful   friendly ."																											
"Staff at front desk was fine, obviously the restaurant could use some work ."																											
"Staff were very pleasant, always asking if we needed directions or anything   and smiling and opening doors etc ."																											
"The check in   check out were very efficient, however my personal opinion was that the staff did not go out of their way to be friendly or welcoming ."																											
The front desk staff couldn’t even be bothered to greet us hello .																											
The front desk staff didn't seem to care but the concierge who took care of us was great he also had many suggestions and tips for us about the Bay area .																											
The front desk staff recommended &quot Fior d'Italia&quot  for a dinner reservation .																											
"The front desk staff was great, helpful on check, in, had supply of extra coffee supplies for the room and stamps for purchase, offered to mail our postcards, and the concierge desk seemed very busy ."																											
"The hotel was lovely ,  really clean with friendly helpful staff   fantastically situated in between North Beach   Fishermans Wharf ."																											
The location  the rooms  the staff  the concierge  the Managers nightly wine reception    everything about this hotel made our holiday MAGIC .																											
The reception staff were extremely helpful and polite and couldn’t do enough for you  all in all a good stay for a couple of nights .																											
The reception staff were very welcoming and the room was large and well appointed .																											
"The room was always clean and the maid staff was friendly, saying &quot hello&quot  and &quot have a nice day&quot  as you passed ."																											
"The rooms were clean and well appointed ,  the maid staff were excellent ."																											
The staff and faclilties were great  !																											
The staff are very friendly and go out of their way to help you .																											
The staff at the desk very rarely welcomed you back from your day out sightseeing etc .																											
"The staff at the front desk could not have been more helpful and whilst we did not avail his services, the concierge always seemed to be busy with guests giving info and advice ."																											
"The staff has a wine get, to, gether for the patrons in the lobby every evening at 5, 6 p ."																											
"The staff seemed pleasant and efficient whenever I had dealings with them , indeed the only quibble I had was that the bell boys at the front were a little undermanned on occasions but I will not let this alter my view of the hotel overall ."																											
The staff was very helpful in giving us suggestions and directions when we asked .																											
"The staff were friendly and helpful,it was a good base from which to explore San Francisco ."																											
The staff were very friendly and you could book any trips you wanted with them .																											
The staff were very helpful with suggesting places to eat and with directions of how to get to places eg .																											
"the staff, while all polite, looked a bit distracted, and frankly disengaged ."																											
"The travel agent booked this hotel and this was the only hotel out of 10 that I did not book myself although hotel sounded ok This was part of the deal for the airfares  Location is excellent , Rooms Ok Staff variable some very helpful others not so  ."																											
"This hotel offers a lot ,  a great location, great staff, free wine tastings and morning coffee ."																											
"This hotel seems to get very mixed reviews, particularly about the reception desk staff ."																											
"Upon arrival, I was given the goings, on and was politely welcomed by all staff ."																											
"Upon arriving late through no fault of our own and finding our room double booked we were put up in a nearby sister hotel   until our room was ready the next day and they give us a complimentary bottle of champagne ,  after this though there were no more snags and everything went great ,  hotel staff friendly and helpful ,  rooms were quiet, clean and comfortable ,  food in the restaurant fabulous ,  the situation of the hotel was very convenient ,  just a few mins walk from fishermans wharf with a public transport stop, supermarket, small shops, bars and cafes also really close at hand ,  approx 10 mins walking distance for ferries to alcatraz and bay cruise, etc ,  would definitely stop here again"																											
"Very close to Fisherman's Wharf, a grocery store located right across the street, and very helpful and friendly staff ."																											
We arrived early in the morning and tried to check in and the front desk staff said they would have a room cleaned asap for us .																											
"We arrived on the evening of december 5th, and the check, in staff were helpful and efficient ."																											
"we found a friendly staff through out the hotel great location,rooms were small but as pointed out to me all land is prime in the area and all places have small rooms ."																											
"We found the staff extremely helpful and the room was clean , tidy , a decent size and the bed was extremely comfortable ."																											
We spent 2 nights and found the staff to be very friendly .																											
"We were there for 10 nights, the staff were very friendly and pleased to help ."																											
"Wonderful Hotel ,  Excellent Staff"																											
